"priority","cluster","slug","url","total_clicks","total_impressions","sources","has_legacy_content","legacy_datasets","legacy_titles","recommended_action"
"P3","Conceptos y fundamentos de enfermeria","tecnicas-de-entrevista-enfermeria-21","https://serenfermera.com/tecnicas-de-entrevista-enfermeria-21","7","416","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","compasion-en-enfermeria","https://serenfermera.com/compasion-en-enfermeria","7","122","SiteExplorerUrls","True","nursingprocess-blog","12 maneras de mostrar compasión en enfermería (con ejemplos)","Reescribir desde legacy util"
"P3","Cuidados clinicos y procedimientos","ciprofloxacino-vademecum-cuidados-de-enfermeria","https://serenfermera.com/ciprofloxacino-vademecum-cuidados-de-enfermeria","7","187","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","heparina-vademecum-cuidados-de-enfermeria","https://serenfermera.com/heparina-vademecum-cuidados-de-enfermeria","7","205","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","glosectomia-cuidados-postoperatorios-enfermeria","https://serenfermera.com/glosectomia-cuidados-postoperatorios-enfermeria","7","74","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","actuacion-del-auxiliar-de-enfermeria-en-el-parto","https://serenfermera.com/actuacion-del-auxiliar-de-enfermeria-en-el-parto","7","104","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","quiero-dejar-la-enfermeria-que-mas-puedo-hacer","https://serenfermera.com/quiero-dejar-la-enfermeria-que-mas-puedo-hacer","7","35","SiteExplorerUrls","True","nursingprocess-blog","Quiero dejar la enfermería ¿Qué más puedo hacer? Las 13 mejores opciones profesionales en 2022","Reescribir desde legacy util"
"P3","Cuidados clinicos y procedimientos","hidralazina-vademecum-cuidados-de-enfermeria","https://serenfermera.com/hidralazina-vademecum-cuidados-de-enfermeria","7","141","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","enfermeria-cuidado-familiar-mental","https://serenfermera.com/enfermeria-cuidado-familiar-mental","7","60","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-reanimacion","https://serenfermera.com/cuidados-de-enfermeria-reanimacion","7","216","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cual-es-la-diferencia-entre-6x-y-30x-en-homeopatia","https://serenfermera.com/cual-es-la-diferencia-entre-6x-y-30x-en-homeopatia","6","59","PageTrafficReport|SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","8-violaciones-comunes-de-la-hipaa-que-usted-debe-evitar","https://serenfermera.com/8-violaciones-comunes-de-la-hipaa-que-usted-debe-evitar","6","106","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-los-periodos-del-parto","https://serenfermera.com/cuidados-de-enfermeria-en-los-periodos-del-parto","6","115","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","hoja-de-cuidados-de-enfermeria","https://serenfermera.com/hoja-de-cuidados-de-enfermeria/","6","537","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","enfermeria-en-salud-publica-definicion","https://serenfermera.com/enfermeria-en-salud-publica-definicion/","6","110","PageTrafficReport|Paginas","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","proceso-atencion-enfermeria-plan-de-cuidados-de-enfermeria-ejemplos","https://serenfermera.com/proceso-atencion-enfermeria-plan-de-cuidados-de-enfermeria-ejemplos/","6","168","PageTrafficReport","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","conocimientos-que-tiene-que-tener-una-auxiliar-de-enfermeria","https://serenfermera.com/conocimientos-que-tiene-que-tener-una-auxiliar-de-enfermeria","6","105","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Etica, liderazgo y habilidades","los-diabeticos-pueden-recibir-masajes","https://serenfermera.com/los-diabeticos-pueden-recibir-masajes","6","112","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-urgencias-psiquiatricas","https://serenfermera.com/cuidados-de-enfermeria-en-urgencias-psiquiatricas","6","104","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Recursos y plantillas","dilema-etico-en-ejemplos-de-enfermeria","https://serenfermera.com/dilema-etico-en-ejemplos-de-enfermeria/","6","80","PageTrafficReport","True","nursingprocess-blog","20 ejemplos comunes de dilemas éticos en enfermería + cómo lidiar con ellos","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","cuidado-de-enfermeria-en-salud-mental","https://serenfermera.com/cuidado-de-enfermeria-en-salud-mental","6","119","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","auxiliar-enfermeria-administrativo","https://serenfermera.com/auxiliar-enfermeria-administrativo","6","55","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","tu-pregunta-es-bueno-el-tratamiento-con-homeopatia-para-las-fisuras","https://serenfermera.com/tu-pregunta-es-bueno-el-tratamiento-con-homeopatia-para-las-fisuras","6","6","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","nic-enfermeria-cuidados-de-ulceras-por-presion-3520","https://serenfermera.com/nic-enfermeria-cuidados-de-ulceras-por-presion-3520","6","123","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-ninos-discapacitados","https://serenfermera.com/cuidados-de-enfermeria-ninos-discapacitados","6","145","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","aplicacion-de-los-cuidados-e-enfermeria-en-pacientes-acv","https://serenfermera.com/aplicacion-de-los-cuidados-e-enfermeria-en-pacientes-acv","6","231","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","deterioro-de-la-integridad-cutanea-cuidados-de-enfermeria","https://serenfermera.com/deterioro-de-la-integridad-cutanea-cuidados-de-enfermeria","6","1181","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","trabajo-de-fin-de-grado-enfermeria-plan-de-cuidados","https://serenfermera.com/trabajo-de-fin-de-grado-enfermeria-plan-de-cuidados","6","43","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","atencion-del-auxiliar-de-enfermeria-al-enfermo-terminal","https://serenfermera.com/atencion-del-auxiliar-de-enfermeria-al-enfermo-terminal","5","32","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","tablonenblanco-cuidados-avanzados-de-enfermeria","https://serenfermera.com/tablonenblanco-cuidados-avanzados-de-enfermeria","5","507","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","tecnica-de-barrido-en-enfermeria","https://serenfermera.com/tecnica-de-barrido-en-enfermeria","5","329","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","deberes-de-enfermeria-neonatal","https://serenfermera.com/deberes-de-enfermeria-neonatal","5","279","SiteExplorerUrls","True","nursingprocess-blog","¿Qué hace una enfermera especializada en neonatología? (15 deberes y responsabilidades típicos diarios)","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","la-acupuntura-cura-los-mareos","https://serenfermera.com/la-acupuntura-cura-los-mareos","5","161","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidados-enfermeria-planta-neurologia","https://serenfermera.com/cuidados-enfermeria-planta-neurologia","5","33","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-pacientes-criticos-ppt","https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-criticos-ppt","5","132","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","ley-de-proteccion-de-datos-personales-tes-auxiliar-de-enfermeria","https://serenfermera.com/ley-de-proteccion-de-datos-personales-tes-auxiliar-de-enfermeria","5","61","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","pregunta-caducan-las-gotas-homeopaticas","https://serenfermera.com/pregunta-caducan-las-gotas-homeopaticas","5","24","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","intoxicacion-exogena-cuidados-de-enfermeria","https://serenfermera.com/intoxicacion-exogena-cuidados-de-enfermeria","5","184","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-pacientes-con-hipertermia-maligna","https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-hipertermia-maligna","5","26","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","plan-de-cuidados-enfermeria-caries-dental","https://serenfermera.com/plan-de-cuidados-enfermeria-caries-dental","5","58","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","funciones-del-auxiliar-de-enfermeria-en-central-de-esterilizacion","https://serenfermera.com/funciones-del-auxiliar-de-enfermeria-en-central-de-esterilizacion","5","71","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","atelectasia-pulmonar-cuidados-de-enfermeria","https://serenfermera.com/atelectasia-pulmonar-cuidados-de-enfermeria","5","107","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","como-ser-profesor-de-fp-auxiliar-de-enfermeria","https://serenfermera.com/como-ser-profesor-de-fp-auxiliar-de-enfermeria","5","61","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","comunicacion-en-enfermeria","https://serenfermera.com/comunicacion-en-enfermeria","5","192","SiteExplorerUrls","True","nursingprocess-blog","18 Consejos Útiles para Mejorar la Comunicación en Enfermería","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","tecnica-de-lavado-de-manos-en-enfermeria-video","https://serenfermera.com/tecnica-de-lavado-de-manos-en-enfermeria-video","5","737","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","registro-plan-de-cuidados-enfermeria","https://serenfermera.com/registro-plan-de-cuidados-enfermeria","5","89","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","perfusion-tisular-cerebral-ineficaz-cuidados-de-enfermeria","https://serenfermera.com/perfusion-tisular-cerebral-ineficaz-cuidados-de-enfermeria","5","563","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-operacion-de-cadera","https://serenfermera.com/cuidados-de-enfermeria-en-operacion-de-cadera","5","39","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","enfermeria-tecnicas-clinicas-esteve","https://serenfermera.com/enfermeria-tecnicas-clinicas-esteve","5","89","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-infeccion-urinaria-durante-el-embarazo","https://serenfermera.com/cuidados-de-enfermeria-en-infeccion-urinaria-durante-el-embarazo","5","62","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","nutricion-enteral-y-cuidados-de-enfermeria-google-a-ademi","https://serenfermera.com/nutricion-enteral-y-cuidados-de-enfermeria-google-a-ademi","5","116","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","10-cuidados-de-enfermeria","https://serenfermera.com/10-cuidados-de-enfermeria","5","304","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","apendicectomia-cuidados-de-enfermeria","https://serenfermera.com/apendicectomia-cuidados-de-enfermeria","5","155","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","encuesta-valoracion-cuidados-de-enfermeria","https://serenfermera.com/encuesta-valoracion-cuidados-de-enfermeria","5","163","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","protocolo-higiene-cuidados-de-enfermeria","https://serenfermera.com/protocolo-higiene-cuidados-de-enfermeria/","5","19","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-paliativos-enfermo-terminal-enfermeria","https://serenfermera.com/cuidados-paliativos-enfermo-terminal-enfermeria/","5","163","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-tococirugia","https://serenfermera.com/cuidados-de-enfermeria-en-tococirugia/","5","163","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","enfermeria-comunitaria-prevencion-y-promocion-de-la-salud","https://serenfermera.com/enfermeria-comunitaria-prevencion-y-promocion-de-la-salud/","5","311","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-cambios-posturales","https://serenfermera.com/cuidados-de-enfermeria-cambios-posturales/","5","405","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","funciones-procedimientos-y-tareas-auxiliar-enfermeria","https://serenfermera.com/funciones-procedimientos-y-tareas-auxiliar-enfermeria/","5","220","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","caducan-los-homeopaticos","https://serenfermera.com/caducan-los-homeopaticos/","5","172","Paginas","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","rol-de-enfermeria-en-salud-mental","https://serenfermera.com/rol-de-enfermeria-en-salud-mental/","5","40","PageTrafficReport","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","cuanto-gana-un-auxiliar-de-enfermeria-en-italia","https://serenfermera.com/cuanto-gana-un-auxiliar-de-enfermeria-en-italia","5","62","Paginas|SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","convenio-colectivo-de-auxiliar-de-enfermeria-30128","https://serenfermera.com/convenio-colectivo-de-auxiliar-de-enfermeria-30128","4","215","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuanto-tiempo-debe-usar-el-masajeador-electrico","https://serenfermera.com/cuanto-tiempo-debe-usar-el-masajeador-electrico","4","43","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","psicologo-de-la-organizacion-industrial-pros-y-contras","https://serenfermera.com/psicologo-de-la-organizacion-industrial-pros-y-contras","4","29","SiteExplorerUrls","True","nursingprocess-blog","13 pros y contras de ser psicólogo industrial y organizacional","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","mejor-respuesta-por-que-me-duele-tanto-despues-del-quiropractico","https://serenfermera.com/mejor-respuesta-por-que-me-duele-tanto-despues-del-quiropractico","4","45","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-pacientes-con-enfermedades-respiratorias","https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-enfermedades-respiratorias/","4","103","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","indicadores-de-calidad-en-enfermeria-secretaria-de-salud","https://serenfermera.com/indicadores-de-calidad-en-enfermeria-secretaria-de-salud","4","196","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","ejemplo-de-plan-de-cuidados-de-enfermeria-nanda","https://serenfermera.com/ejemplo-de-plan-de-cuidados-de-enfermeria-nanda/","4","63","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidados-dependientes-independientes-e-interdependientes-de-enfermeria","https://serenfermera.com/cuidados-dependientes-independientes-e-interdependientes-de-enfermeria/","4","123","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidados-enfermeria-tablon-en-blanco","https://serenfermera.com/cuidados-enfermeria-tablon-en-blanco","4","524","PageTrafficReport|SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","plan-de-cuidados-y-plan-de-atencion-de-enfermeria","https://serenfermera.com/plan-de-cuidados-y-plan-de-atencion-de-enfermeria/","4","201","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-la-unidad-quirurgica","https://serenfermera.com/cuidados-de-enfermeria-en-la-unidad-quirurgica/","4","167","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidado-del-recien-nacido-enfermeria-sas","https://serenfermera.com/cuidado-del-recien-nacido-enfermeria-sas","4","288","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-radioterapia-cancer-mama-enfermeria-tivino-gracia","https://serenfermera.com/cuidados-radioterapia-cancer-mama-enfermeria-tivino-gracia","4","22","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","rd-137-1984-de-estructuras-basicas-salud-que-regula-enfermeria","https://serenfermera.com/rd-137-1984-de-estructuras-basicas-salud-que-regula-enfermeria","4","364","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","cursos-logoss-auxiliar-de-enfermeria-paquetes-de-60-creditos","https://serenfermera.com/cursos-logoss-auxiliar-de-enfermeria-paquetes-de-60-creditos","4","304","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidados-enfermeria-uci-paciente-politrauma","https://serenfermera.com/cuidados-enfermeria-uci-paciente-politrauma","4","54","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","plan-de-cuidados-de-enfermeria-en-neonatos-con-ventilacion-mecanica","https://serenfermera.com/plan-de-cuidados-de-enfermeria-en-neonatos-con-ventilacion-mecanica","4","123","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","con-que-frecuencia-debo-hacer-ejercicios-de-fisioterapia","https://serenfermera.com/con-que-frecuencia-debo-hacer-ejercicios-de-fisioterapia","4","31","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","historia-de-los-cuidados-de-enfermeria-anos-30","https://serenfermera.com/historia-de-los-cuidados-de-enfermeria-anos-30","4","46","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","asma-bronquial-plan-de-cuidados-de-enfermeria","https://serenfermera.com/asma-bronquial-plan-de-cuidados-de-enfermeria","4","132","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","psicologos-clinicos-pros-y-contras","https://serenfermera.com/psicologos-clinicos-pros-y-contras","4","54","SiteExplorerUrls","True","nursingprocess-blog","10 pros y contras de ser psicólogo clínico","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","estudiar-tecnico-en-enfermeria-online","https://serenfermera.com/estudiar-tecnico-en-enfermeria-online","4","52","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","excrecion-de-farmacos-via-digestiva-auxiliar-de-enfermeria","https://serenfermera.com/excrecion-de-farmacos-via-digestiva-auxiliar-de-enfermeria","4","78","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","auxiliar-enfermeria-qhe-nivel-es","https://serenfermera.com/auxiliar-enfermeria-qhe-nivel-es","4","53","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidados-enfermeria-nino-prematuro-amir","https://serenfermera.com/cuidados-enfermeria-nino-prematuro-amir","4","92","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","programas-de-salud-enfermeria-comunitaria","https://serenfermera.com/programas-de-salud-enfermeria-comunitaria","4","92","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-crisis-asmatica","https://serenfermera.com/cuidados-de-enfermeria-en-crisis-asmatica","4","134","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","sindrome-confusional-agudo-cuidados-enfermeria-actuacion","https://serenfermera.com/sindrome-confusional-agudo-cuidados-enfermeria-actuacion","4","60","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","mis-metas-de-enfermeria-haz-el-bien-en-este-mundo","https://serenfermera.com/mis-metas-de-enfermeria-haz-el-bien-en-este-mundo","4","71","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidados-enfermeria-sindrome-compartimental-hielo","https://serenfermera.com/cuidados-enfermeria-sindrome-compartimental-hielo","4","53","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","responsabilidad-profesional-y-tecnica-en-enfermeria","https://serenfermera.com/responsabilidad-profesional-y-tecnica-en-enfermeria/","4","31","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","drenaje-percutaneo-cuidados-de-enfermeria","https://serenfermera.com/drenaje-percutaneo-cuidados-de-enfermeria/","4","18","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-post-transfusion-sanguinea","https://serenfermera.com/cuidados-de-enfermeria-post-transfusion-sanguinea/","4","12","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","su-pregunta-como-se-determina-la-potencia-homeopatica","https://serenfermera.com/su-pregunta-como-se-determina-la-potencia-homeopatica","3","254","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","respuesta-rapida-las-agujas-de-acupuntura-son-desechables","https://serenfermera.com/respuesta-rapida-las-agujas-de-acupuntura-son-desechables","3","15","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","modelos-nominas-auxiliar-de-enfermeria-hospital-word","https://serenfermera.com/modelos-nominas-auxiliar-de-enfermeria-hospital-word","3","40","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","hematuria-cuidados-de-enfermeria","https://serenfermera.com/hematuria-cuidados-de-enfermeria","3","125","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidados-enfermeria-cateter-peritoneal-primera-cura-a-los-7-dias","https://serenfermera.com/cuidados-enfermeria-cateter-peritoneal-primera-cura-a-los-7-dias","3","126","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","auxiliar-de-enfermeria-sobre-aislamiento-hospitalari","https://serenfermera.com/auxiliar-de-enfermeria-sobre-aislamiento-hospitalari","3","171","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","10-consejos-para-las-enfermeras-en-el-turno-de-noche","https://serenfermera.com/10-consejos-para-las-enfermeras-en-el-turno-de-noche","3","54","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","trabajar-de-auxiliar-de-enfermeria-en-inglaterra","https://serenfermera.com/trabajar-de-auxiliar-de-enfermeria-en-inglaterra","3","22","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","afasia-cuidados-de-enfermeria","https://serenfermera.com/afasia-cuidados-de-enfermeria","3","43","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","profesionalismo-en-enfermeria","https://serenfermera.com/profesionalismo-en-enfermeria","3","157","SiteExplorerUrls","True","nursingprocess-blog","30 ejemplos de cómo demostrar profesionalismo en enfermería","Reescribir desde legacy util"
"P3","Cuidados clinicos y procedimientos","plan-de-cuidados-enfermeria-hospital-de-dia-oncologico","https://serenfermera.com/plan-de-cuidados-enfermeria-hospital-de-dia-oncologico","3","37","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","temas-de-auxiliar-de-enfermeria","https://serenfermera.com/temas-de-auxiliar-de-enfermeria","3","60","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","por-que-duelen-las-piernas-al-masajearlas","https://serenfermera.com/por-que-duelen-las-piernas-al-masajearlas","3","10","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-pacientes-con-distrofia-muscular","https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-distrofia-muscular","3","75","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","tipos-de-especialidades-de-enfermeria-practicante","https://serenfermera.com/tipos-de-especialidades-de-enfermeria-practicante","3","52","SiteExplorerUrls","True","nursingprocess-blog","14 tipos populares de especialidades y subespecialidades de enfermeras practicantes","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","ua-enfermeria-salud-mental","https://serenfermera.com/ua-enfermeria-salud-mental","3","40","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","tecnico-auxiliar-enfermeria-trabajo-en-el-extranjero","https://serenfermera.com/tecnico-auxiliar-enfermeria-trabajo-en-el-extranjero","3","43","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","que-pueden-recetar-los-fisioterapeutas","https://serenfermera.com/que-pueden-recetar-los-fisioterapeutas","3","75","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","enfermera-de-nutricion","https://serenfermera.com/enfermera-de-nutricion","3","17","SiteExplorerUrls","True","nursingprocess-blog","10 ventajas y desventajas de ser una enfermera de nutrición + Salario + Pasos para convertirse","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","are-physical-therapists-allowed-to-accept-gifts","https://serenfermera.com/are-physical-therapists-allowed-to-accept-gifts","3","70","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-pacientes-con-hemofilia","https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-hemofilia","3","138","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","grado-medio-auxiliar-de-enfermeria-online-gratis","https://serenfermera.com/grado-medio-auxiliar-de-enfermeria-online-gratis","3","109","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","por-que-es-malo-banarse-despues-del-masaje","https://serenfermera.com/por-que-es-malo-banarse-despues-del-masaje","3","47","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cual-es-la-diferencia-entre-medicina-holistica-e-integrativa","https://serenfermera.com/cual-es-la-diferencia-entre-medicina-holistica-e-integrativa","3","45","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","protocolo-sondaje-vesical-cuidados-de-enfermeria","https://serenfermera.com/protocolo-sondaje-vesical-cuidados-de-enfermeria","3","95","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuantas-horas-trabajan-diariamente-los-fisioterapeutas","https://serenfermera.com/cuantas-horas-trabajan-diariamente-los-fisioterapeutas","3","33","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuales-son-las-desventajas-de-la-fisioterapia","https://serenfermera.com/cuales-son-las-desventajas-de-la-fisioterapia","3","53","SiteExplorerUrls","False","","","Crear desde cero"
